backbone,metric,effect,mean,sd,n,seed_8,seed_99,seed_123
C15,birth_protected_count,interaction,0.0,0.0,3,0.0,0.0,0.0
C15,isolated_assignments_per_rollout,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C15,isolated_assignments_per_rollout,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C15,isolated_assignments_per_rollout,interaction,0.0,0.0,3,0.0,0.0,0.0
C15,redundant_assignments_per_rollout,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C15,redundant_assignments_per_rollout,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C15,redundant_assignments_per_rollout,interaction,0.0,0.0,3,0.0,0.0,0.0
C15,repeat_assignments_per_rollout,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C15,repeat_assignments_per_rollout,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C15,repeat_assignments_per_rollout,interaction,0.0,0.0,3,0.0,0.0,0.0
C15,passive_graph_density,D8_minus_D4,-0.019323939387143718,0.025653366169415163,3,-0.041731217078695315,-0.024899174927403622,0.008658573844667783
C15,passive_graph_density,H10k_minus_H5k,0.04435946184903813,0.024911212052634597,3,0.054656674820335316,0.01595050197615272,0.06247120875062634
C15,passive_graph_density,interaction,0.05076390189506785,0.036568212813791814,3,0.07175959838505142,0.07199332480708132,0.008538782493070829
C15,passive_updates_per_rollout,D8_minus_D4,-23.770584337653002,44.86442264543766,3,27.329679144385068,-41.94584500466851,-56.69558715267556
C15,passive_updates_per_rollout,H10k_minus_H5k,0.6015685639115796,109.22930457740758,3,-57.69765300059419,-67.10924369747897,126.6116023898079
C15,passive_updates_per_rollout,interaction,-92.03389107591943,75.2108693855015,3,-82.44783125371373,-22.07563025210061,-171.57821172194394
C15,passive_stale_per_rollout,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C15,passive_stale_per_rollout,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C15,passive_stale_per_rollout,interaction,0.0,0.0,3,0.0,0.0,0.0
C15,passive_over_gap_per_rollout,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C15,passive_over_gap_per_rollout,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C15,passive_over_gap_per_rollout,interaction,0.0,0.0,3,0.0,0.0,0.0
C15,exploration_selection_fraction,D8_minus_D4,0.007834244333457013,0.006195172237780996,3,0.001778657233338355,0.014160152149340037,0.007563923617692644
C15,exploration_selection_fraction,H10k_minus_H5k,0.0386134363406807,0.019056293457175275,3,0.05749664822931909,0.03895500738047924,0.01938865341224379
C15,exploration_selection_fraction,interaction,0.011162819992286856,0.04345929608224511,3,0.056484106223516205,0.007162192330162059,-0.03015783857681769
C15,forced_exploration_fraction,D8_minus_D4,0.058052111637095775,0.08643628991303964,3,-0.0415123908606459,0.11386881362434642,0.1017999121475868
C15,forced_exploration_fraction,H10k_minus_H5k,0.28701165347945196,0.17181562619617288,3,0.4407842797664665,0.3186891186359772,0.10156156203591207
C15,forced_exploration_fraction,interaction,0.12423891467906428,0.31985832956561894,3,0.4784806467192587,0.03763847427319189,-0.14340237695525776
C15,frontier_selection_rate,D8_minus_D4,0.0009766908440215101,0.0006848980056622639,3,0.0014410701953785597,0.0012988919526143788,0.00019011038407159165
C15,frontier_selection_rate,H10k_minus_H5k,0.009093532514401781,0.003847371285674378,3,0.012504281583153367,0.00985338796977124,0.004922927990280741
C15,frontier_selection_rate,interaction,0.0020391398160805596,0.012599196474701852,3,0.015882597985654053,-0.001008476307189544,-0.00875670223022283
C15,frontier_yield,D8_minus_D4,0.3105398409065406,0.2715826761654545,3,0.5032689697133713,0.4284152405042661,-6.468749801573617e-05
C15,frontier_yield,H10k_minus_H5k,-0.6407192170292856,0.31312279032222934,3,-0.49673102917497336,-0.4254913878064108,-0.9999352341064727
C15,frontier_yield,interaction,-0.7121356071192809,0.6211636458296955,3,-0.9931079364085452,-1.1431695099532662,-0.00012937499603147233
C15,frontier_reached_fraction,D8_minus_D4,0.00038160677255138863,0.0007240867932950895,3,0.0012038082169518955,0.00010199853243150341,-0.00016098643172923288
C15,frontier_reached_fraction,H10k_minus_H5k,0.0010652136628322708,0.0006460992535064876,3,0.0016467453275120043,0.001179182234284266,0.0003697134267005419
C15,frontier_reached_fraction,interaction,0.00045951544829316514,0.0018203359144804375,3,0.0025562600635769903,-0.0004609140781688608,-0.000716799640528634
C15,recruitment_total,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C15,recruitment_total,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C15,recruitment_total,interaction,0.0,0.0,3,0.0,0.0,0.0
C15,repeat_total,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C15,repeat_total,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C15,repeat_total,interaction,0.0,0.0,3,0.0,0.0,0.0
C15,tiny_residual_total,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C15,tiny_residual_total,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C15,tiny_residual_total,interaction,0.0,0.0,3,0.0,0.0,0.0
