run,unit,ca3_weight_rms,depth_weight_rms,instruction_weight_rms,dimension_normalized_depth_share,total_energy_depth_share,scale_sd_across_goals,shift_sd_across_goals
SCR_C15_ARR_DIRS_S123,106,0.0299098675922621,0.02764036370259222,0.01317740515245889,0.46062604898401016,0.007461524093334903,0.007471637783868811,0.01838304277054581
SCR_C15_ARR_DIRS_S123,107,0.030883508360242107,0.06491638801434785,0.0390287207858948,0.8154403481636224,0.03743743374325936,0.03658886874335528,0.016506991373097215
SCR_C15_ARR_DIRS_S123,108,0.03156519953226277,0.026051287146736202,0.030597027182652815,0.40516826650629045,0.0059602805241500845,0.02322864931936654,0.019660455313854984
SCR_C15_ARR_DIRS_S123,109,0.030897357163595957,0.03503581692838176,0.03779700368050196,0.5625211705163665,0.011192197970245952,0.04938607132598783,0.03242397882614753
SCR_C15_ARR_DIRS_S123,110,0.030147680448435868,0.024892682208070147,0.008536366806143912,0.4053870917097699,0.005965661929079983,0.011870818033403658,0.012664263871682907
SCR_C15_ARR_DIRS_S123,111,0.03412146722865303,0.01858730108720181,0.020683485259067384,0.22883586678317103,0.002605349409756801,0.040380708768963006,0.021994770368493368
SCR_C15_ARR_DIRS_S123,112,0.030143999908316944,0.027103754421774838,0.03030747832233684,0.4470425498400007,0.0070664130223607674,0.012269749380949884,0.030418805339588642
SCR_C15_ARR_DIRS_S123,113,0.03049740723277665,0.03925164726552527,0.02786250799783639,0.623564028445423,0.014372242333743153,0.008890423207045334,0.024096433017410542
SCR_C15_ARR_DIRS_S123,114,0.032131060386868436,0.01865098366897171,0.02337691517800339,0.25202362229016867,0.002957255261430303,0.018949553463824372,0.0333434194512288
SCR_C15_ARR_DIRS_S123,115,0.030305125732782476,0.04650108521355276,0.03990823644319965,0.7018907158529347,0.020305163184282184,0.013392681131232051,0.018719536577784867
SCR_C15_ARR_DIRS_S123,116,0.03015675832976119,0.0452394407911752,0.017407534604659436,0.69234821838824,0.019425289571784906,0.007885112709763302,0.023992267436223975
SCR_C15_ARR_DIRS_S123,117,0.029850378899599815,0.03869313373399252,0.06979337025347593,0.6268973565748965,0.014575158535591009,0.007769134846504127,0.02018873536924107
SCR_C15_ARR_DIRS_S123,118,0.030186914091476048,0.02657176380730734,0.03836820124598191,0.43656400080109525,0.006774432012968635,0.0066200206819334185,0.020828100303836656
SCR_C15_ARR_DIRS_S123,119,0.029754158872101887,0.02557405009426251,0.03745829913151412,0.42487766503517266,0.006461155421024693,0.03183636857591304,0.028084539121855673
SCR_C15_ARR_DIRS_S123,120,0.031375119772245226,0.030362292781722776,0.018569506362878557,0.48359901342496714,0.008176256591044293,0.01744683590128894,0.012197493866566581
SCR_C15_ARR_DIRS_S123,121,0.03235071793206041,0.04571790895173801,0.042258115521147846,0.6663467225411245,0.017276582735475707,0.026260531388520716,0.03773572998064737
SCR_C15_ARR_DIRS_S123,122,0.029737907551512857,0.02299304391963496,0.056443158555972484,0.37414818338804723,0.0052349712570650036,0.014013332493466747,0.015686035269501405
SCR_C15_ARR_DIRS_S123,123,0.03367749047360522,0.05374570906984602,0.01387841451022826,0.7180619161862704,0.02192808011292095,0.03769959801295893,0.048825819140553645
SCR_C15_ARR_DIRS_S123,124,0.030848694588866438,0.019178952159476688,0.029262890277037736,0.27877181382906824,0.003390959952451269,0.015566471639335172,0.023881388749156674
