base,seed,contrast,metric,value
C05,123,DIR_minus_MON_FILM,target_value_span,-0.00918067296075414
C05,123,DIR_minus_MON_FILM,decoder_parameter_count,0.0
C05,123,DIR_minus_MON_FILM,film_modulation_norm_mean,-0.004815441703325846
C05,123,DIR_minus_MON_FILM,film_modulation_norm_max,-0.47025239977397404
C05,123,DIR_minus_MON_FILM,behavior_replay_mismatch,0.0
C05,123,DIR_minus_MON_FILM,option_success_fraction,-0.022428893441285375
C13,8,DIR_minus_MON_FILM,coverage_auc,19.85264230185082
C13,8,DIR_minus_MON_FILM,dg_density,-0.004714765046772203
C13,8,DIR_minus_MON_FILM,dg_silent_fraction,0.012335526315789436
C13,8,DIR_minus_MON_FILM,dg_usage_entropy,-0.009124456659743707
C13,8,DIR_minus_MON_FILM,recruitment_total,0.0
C13,8,DIR_minus_MON_FILM,repeat_assignments,0.0
C13,8,DIR_minus_MON_FILM,bad_source_assignments,0.0
C13,8,DIR_minus_MON_FILM,duplicate_assignments,0.0
C13,8,DIR_minus_MON_FILM,predictive_assignments,0.0
C13,8,DIR_minus_MON_FILM,attempt_coverage,-0.1375274139603502
C13,8,DIR_minus_MON_FILM,fully_tested_count,0.0
C13,8,DIR_minus_MON_FILM,zero_outdegree_count,0.16447368421052566
C13,8,DIR_minus_MON_FILM,untested_zero_outdegree_count,0.16447368421052566
C13,8,DIR_minus_MON_FILM,bad_source_count,0.0
C13,8,DIR_minus_MON_FILM,reliable_out_degree_mean,-0.010279605263157895
C13,8,DIR_minus_MON_FILM,predictive_event_count,-5.598684210526316
C13,8,DIR_minus_MON_FILM,predictive_context_groups,-4.677631578947368
C13,8,DIR_minus_MON_FILM,predictive_eligible_count,-0.006578947368421052
C13,8,DIR_minus_MON_FILM,predictive_reliability_gap,-0.001644736842105263
C13,8,DIR_minus_MON_FILM,largest_scc,0.0
