base,contrast,metric,mean,sd,n
C05,PRED_minus_MON_FILM,behavior_replay_mismatch,0.0,0.0,3
C05,PRED_minus_MON_FILM,coverage_auc,-2.3559168718034855,3.191476956300673,3
C05,PRED_minus_MON_FILM,decoder_parameter_count,0.0,0.0,3
C05,PRED_minus_MON_FILM,dg_density,0.0007103986330488135,0.005685226228460953,3
C05,PRED_minus_MON_FILM,dg_silent_fraction,0.0,0.0,3
C05,PRED_minus_MON_FILM,dg_usage_entropy,-0.0003591314138459885,0.01545403032258122,3
C05,PRED_minus_MON_FILM,duplicate_assignments,0.0,0.0,3
C05,PRED_minus_MON_FILM,film_modulation_norm_max,0.008785369652405136,0.711778455950584,3
C05,PRED_minus_MON_FILM,film_modulation_norm_mean,-0.03606474171046121,0.16882133700330704,3
C05,PRED_minus_MON_FILM,fully_tested_count,0.0,0.0,3
C05,PRED_minus_MON_FILM,largest_scc,-0.06140350877192979,0.10635399695598365,3
C05,PRED_minus_MON_FILM,option_success_fraction,-0.0030829191389304864,0.09688704653683396,3
C05,PRED_minus_MON_FILM,predictive_assignments,0.0,0.0,3
C05,PRED_minus_MON_FILM,predictive_context_groups,9.4147761645493,31.98026418891432,3
C05,PRED_minus_MON_FILM,predictive_eligible_count,0.7466122202056865,3.9591726990207836,3
C05,PRED_minus_MON_FILM,predictive_event_count,1.7035087719298,137.36166549438568,3
C05,PRED_minus_MON_FILM,predictive_reliability_gap,-0.16177931726249292,0.19693353567596733,3
C05,PRED_minus_MON_FILM,reachable_pair_fraction,0.00515300480708597,0.010138859811468257,3
C05,PRED_minus_MON_FILM,reciprocal_fraction,-0.04616512178459712,0.04394952729806828,3
C05,PRED_minus_MON_FILM,recruitment_total,0.3333333333333333,0.5773502691896257,3
C05,PRED_minus_MON_FILM,reliable_out_degree_mean,0.10451735480943736,0.164976852992481,3
C05,PRED_minus_MON_FILM,repeat_assignments,0.0,0.0,3
C05,PRED_minus_MON_FILM,target_action_sensitivity,-0.01614682563957778,0.033656126652065334,3
C05,PRED_minus_MON_FILM,target_hit_lift,-0.13339162399046944,0.2810476567667698,3
C05,PRED_minus_MON_FILM,target_value_span,-0.004588550439200782,0.007942133482351036,3
C05,PRED_minus_MON_FILM,top3_incoming_share,0.017028384701237836,0.029494017268990917,3
C05,PRED_minus_MON_FILM,untested_zero_outdegree_count,-1.6306110102843314,2.4573165405003445,3
C05,PRED_minus_MON_FILM,zero_outdegree_count,-1.6306110102843314,2.4573165405003445,3
C05,PRED_minus_MON_LEG,attempt_coverage,-0.002860014049107564,0.04671686734123439,3
C05,PRED_minus_MON_LEG,bad_source_assignments,0.0,0.0,3
C05,PRED_minus_MON_LEG,bad_source_count,0.0,0.0,3
C05,PRED_minus_MON_LEG,behavior_replay_mismatch,0.0,0.0,3
C05,PRED_minus_MON_LEG,coverage_auc,12.87538585458406,40.6935844368905,3
C05,PRED_minus_MON_LEG,decoder_parameter_count,0.0,0.0,3
C05,PRED_minus_MON_LEG,dg_density,0.000946446468955592,0.0033517136440625946,3
C05,PRED_minus_MON_LEG,dg_silent_fraction,0.0,0.0,3
C05,PRED_minus_MON_LEG,dg_usage_entropy,0.013626345939803533,0.0067287507965801425,3
C05,PRED_minus_MON_LEG,duplicate_assignments,0.0,0.0,3
C05,PRED_minus_MON_LEG,film_modulation_norm_max,0.0,0.0,3
C05,PRED_minus_MON_LEG,film_modulation_norm_mean,0.0,0.0,3
C05,PRED_minus_MON_LEG,fully_tested_count,0.0,0.0,3
C05,PRED_minus_MON_LEG,largest_scc,0.10087719298245612,0.1747244235705446,3
C05,PRED_minus_MON_LEG,option_success_fraction,0.01591579478005306,0.1878681142836182,3
C05,PRED_minus_MON_LEG,predictive_assignments,0.0,0.0,3
C05,PRED_minus_MON_LEG,predictive_context_groups,-3.1798245614035117,14.024935335774941,3
C05,PRED_minus_MON_LEG,predictive_eligible_count,0.47807017543859676,3.6922453112701614,3
C05,PRED_minus_MON_LEG,predictive_event_count,-63.65570175438595,150.03752911369833,3
C05,PRED_minus_MON_LEG,predictive_reliability_gap,0.03430852019473126,0.22597129892728993,3
C05,PRED_minus_MON_LEG,reachable_pair_fraction,0.0002010234707165836,0.01139514841048067,3
C05,PRED_minus_MON_LEG,reciprocal_fraction,0.04293024330808406,0.07435736259089538,3
C05,PRED_minus_MON_LEG,recruitment_total,0.3333333333333333,0.5773502691896257,3
C05,PRED_minus_MON_LEG,reliable_out_degree_mean,0.0005482456140350894,0.17207228143118936,3
C05,PRED_minus_MON_LEG,repeat_assignments,0.0,0.0,3
C05,PRED_minus_MON_LEG,target_action_sensitivity,-0.005918603564057041,0.014245001812500501,3
C05,PRED_minus_MON_LEG,target_hit_lift,-0.11525519427500275,0.08816336475451961,3
C05,PRED_minus_MON_LEG,target_value_span,0.00041630473794628003,0.0011791586124564862,3
C05,PRED_minus_MON_LEG,top3_incoming_share,-0.24690421474607369,0.6277279803985824,3
C05,PRED_minus_MON_LEG,untested_zero_outdegree_count,0.00657894736842124,2.169806261057959,3
C05,PRED_minus_MON_LEG,zero_outdegree_count,0.00657894736842124,2.169806261057959,3
C05,PRED_x_goal,attempt_coverage,0.008313860907853188,0.03434304405894405,3
C05,PRED_x_goal,bad_source_assignments,0.0,0.0,3
C05,PRED_x_goal,bad_source_count,0.0,0.0,3
C05,PRED_x_goal,behavior_replay_mismatch,0.0,0.0,3
C05,PRED_x_goal,coverage_auc,-15.231302726387547,40.47364543664842,3
C05,PRED_x_goal,decoder_parameter_count,0.0,0.0,3
C05,PRED_x_goal,dg_density,-0.00023604783590677864,0.008727881423978661,3
C05,PRED_x_goal,dg_silent_fraction,0.0,0.0,3
C05,PRED_x_goal,dg_usage_entropy,-0.013985477353649522,0.021412353866886842,3
C05,PRED_x_goal,duplicate_assignments,0.0,0.0,3
C05,PRED_x_goal,film_modulation_norm_max,0.008785369652405136,0.711778455950584,3
C05,PRED_x_goal,film_modulation_norm_mean,-0.03606474171046121,0.16882133700330704,3
C05,PRED_x_goal,fully_tested_count,0.0,0.0,3
C05,PRED_x_goal,largest_scc,-0.16228070175438591,0.15250297062029566,3
C05,PRED_x_goal,option_success_fraction,-0.01899871391898354,0.2760466055776013,3
