source,repeat,prefix_seed,command,target,initial_action_probabilities,commanded,deadline,hit,hit_time,first_distinct,censored,timeout,elapsed,path_length,start_position,endpoint,exact_start_verified
15,3,31004,1,2,"[0.040188103914260864, 0.1779574304819107, 0.08056994527578354, 0.06257398426532745, 0.19830630719661713, 0.02654951997101307, 0.21432305872440338, 0.19953159987926483]",False,64,False,,13,False,True,64,608.1460726066032,"[170.19351196289062, 1495.9482421875, 25.125]","[187.6685333251953, 1543.6800537109375, 25.125]",True
15,3,31004,1,3,"[0.040188103914260864, 0.1779574304819107, 0.08056994527578354, 0.06257398426532745, 0.19830630719661713, 0.02654951997101307, 0.21432305872440338, 0.19953159987926483]",False,64,True,9.0,13,False,False,64,608.1460726066032,"[170.19351196289062, 1495.9482421875, 25.125]","[187.6685333251953, 1543.6800537109375, 25.125]",True
15,3,31004,2,0,"[0.04021259397268295, 0.17804686725139618, 0.08047343045473099, 0.06191764399409294, 0.1982005089521408, 0.02641375921666622, 0.2144296020269394, 0.20030559599399567]",False,64,False,,13,False,True,64,675.0483373655643,"[170.19351196289062, 1495.9482421875, 25.125]","[252.8687744140625, 1580.9771728515625, 25.125]",True
15,3,31004,2,1,"[0.04021259397268295, 0.17804686725139618, 0.08047343045473099, 0.06191764399409294, 0.1982005089521408, 0.02641375921666622, 0.2144296020269394, 0.20030559599399567]",False,64,True,18.0,13,False,False,64,675.0483373655643,"[170.19351196289062, 1495.9482421875, 25.125]","[252.8687744140625, 1580.9771728515625, 25.125]",True
15,3,31004,2,2,"[0.04021259397268295, 0.17804686725139618, 0.08047343045473099, 0.06191764399409294, 0.1982005089521408, 0.02641375921666622, 0.2144296020269394, 0.20030559599399567]",True,64,False,,13,False,True,64,675.0483373655643,"[170.19351196289062, 1495.9482421875, 25.125]","[252.8687744140625, 1580.9771728515625, 25.125]",True
15,3,31004,2,3,"[0.04021259397268295, 0.17804686725139618, 0.08047343045473099, 0.06191764399409294, 0.1982005089521408, 0.02641375921666622, 0.2144296020269394, 0.20030559599399567]",False,64,True,9.0,13,False,False,64,675.0483373655643,"[170.19351196289062, 1495.9482421875, 25.125]","[252.8687744140625, 1580.9771728515625, 25.125]",True
15,3,31004,3,0,"[0.04002080857753754, 0.17676256597042084, 0.08215366303920746, 0.06216691806912422, 0.1975908875465393, 0.026098404079675674, 0.21611879765987396, 0.19908790290355682]",False,64,False,,13,False,True,64,729.0737639611017,"[170.19351196289062, 1495.9482421875, 25.125]","[383.8743896484375, 1303.0194091796875, 25.125]",True
15,3,31004,3,1,"[0.04002080857753754, 0.17676256597042084, 0.08215366303920746, 0.06216691806912422, 0.1975908875465393, 0.026098404079675674, 0.21611879765987396, 0.19908790290355682]",False,64,True,18.0,13,False,False,64,729.0737639611017,"[170.19351196289062, 1495.9482421875, 25.125]","[383.8743896484375, 1303.0194091796875, 25.125]",True
15,3,31004,3,2,"[0.04002080857753754, 0.17676256597042084, 0.08215366303920746, 0.06216691806912422, 0.1975908875465393, 0.026098404079675674, 0.21611879765987396, 0.19908790290355682]",False,64,True,50.0,13,False,False,64,729.0737639611017,"[170.19351196289062, 1495.9482421875, 25.125]","[383.8743896484375, 1303.0194091796875, 25.125]",True
15,3,31004,3,3,"[0.04002080857753754, 0.17676256597042084, 0.08215366303920746, 0.06216691806912422, 0.1975908875465393, 0.026098404079675674, 0.21611879765987396, 0.19908790290355682]",True,64,True,10.0,13,False,False,64,729.0737639611017,"[170.19351196289062, 1495.9482421875, 25.125]","[383.8743896484375, 1303.0194091796875, 25.125]",True
