F,L,threshold,reward_method,seed,run,window,window_low,window_high,max_step,perf/_fps,perf/_fps__n,perf/_sample_throughput,perf/_sample_throughput__n,train/entropy,train/entropy__n,train/version_diff_avg,train/version_diff_avg__n,train/distance_metric,train/distance_metric__n,train/reward_for_advantage_mean,train/reward_for_advantage_mean__n,train/reward_for_advantage_nonzero_frac,train/reward_for_advantage_nonzero_frac__n,train/intrinsic_reward_mean,train/intrinsic_reward_mean__n,train/intrinsic_reward_nonzero_frac,train/intrinsic_reward_nonzero_frac__n,train/hrl_active_target_frac,train/hrl_active_target_frac__n,train/hrl_source_frac,train/hrl_source_frac__n,train/hrl_target_hit_rate,train/hrl_target_hit_rate__n,train/hrl_tctrl_update_rate,train/hrl_tctrl_update_rate__n,train/hrl_option_reset_rate,train/hrl_option_reset_rate__n,train/hrl_option_timeout_rate,train/hrl_option_timeout_rate__n,train/hrl_option_success_fraction,train/hrl_option_success_fraction__n,train/hrl_learned_deadline_fraction,train/hrl_learned_deadline_fraction__n,train/hrl_selected_deadline_mean,train/hrl_selected_deadline_mean__n,train/hrl_elapsed_on_hit_mean,train/hrl_elapsed_on_hit_mean__n,train/hrl_elapsed_on_timeout_mean,train/hrl_elapsed_on_timeout_mean__n,train/hrl_node_coverage_fraction,train/hrl_node_coverage_fraction__n,train/hrl_selected_target_visit_mean,train/hrl_selected_target_visit_mean__n,train/hrl_known_edge_fraction,train/hrl_known_edge_fraction__n,train/hrl_known_controllability_time_mean,train/hrl_known_controllability_time_mean__n,train/dg_density,train/dg_density__n,train/dg_multi_activation_rate,train/dg_multi_activation_rate__n,train/dg_silent_unit_frac,train/dg_silent_unit_frac__n,train/encoder_loss,train/encoder_loss__n,train/decoder_loss,train/decoder_loss__n,train/batch_reward_loss,train/batch_reward_loss__n,train/encoder_punishment,train/encoder_punishment__n,len/len,len/len__n,len/len_min,len/len_min__n,len/len_max,len/len_max__n
16,32,2.43,encourage,123,B1_F16_L32_T243_ERencourage_S123,terminal_10m,80046464,90046464,90046464,2385.2588805424,419,297.5673057173772,419,1.2323018997413677,181,5.8941131085980665,181,2.240451834478431,181,0.0005889049682474196,181,0.000237396408839779,181,0.0005889049682474196,181,0.000237396408839779,181,0.9987995295234806,181,0.9987995295234806,181,0.0006528401243093922,181,0.017470217541436465,181,0.03240460980662983,181,0.03054590383287293,181,0.020716134108891143,181,0.0019072182167794824,181,31.983142115134562,181,10.184438320813259,181,31.97940671509801,181,0.2613678821542645,181,0.01483323823310723,181,0.0274719237272746,181,12.20507901544729,181,0.028357068478073205,181,0.028004683183701657,181,0.0,181,-3.332355419081219,181,0.0453453716398757,181,0.0,181,3.858278419431402,181,6378.706435756638,419,264.2100238663484,419,7200.0,419
16,32,2.43,encourage,456,B1_F16_L32_T243_ERencourage_S456,early_5_15m,5000000,15000000,83853312,2302.812546690488,434,287.408445367066,434,1.2151490840591301,238,5.510947347689076,238,4.027208976384972,238,0.008315347673365564,238,0.002585018382352941,238,0.008315347673365564,238,0.002585018382352941,238,0.9987403164390757,238,0.9987403164390757,238,0.003688780199579832,238,0.08592929359243698,238,0.03391297925420168,238,0.028972721901260504,238,0.112178982161142,238,0.013227888883850654,238,31.858673897110112,238,15.420317164990081,238,31.853376468690502,238,0.6780421152836135,238,0.16962439562154918,238,0.1382498265314503,238,12.514760093528684,238,0.02741837701877626,238,0.07054022780987394,238,0.0,238,-1.0716572115902139,238,0.18908665956099743,238,0.0,238,3.4733138024306096,238,6006.9109753024195,434,261.4009216589862,434,7200.0,434
16,32,2.43,encourage,456,B1_F16_L32_T243_ERencourage_S456,common_50_60m,50000000,60000000,83853312,2248.20642363544,446,281.3845550126559,446,1.002856496638722,180,5.4185546875,180,4.493032369348738,180,0.005479058195871605,180,0.0017198350694444444,180,0.005479058195871605,180,0.0017198350694444444,180,0.9987114800347222,180,0.9987114800347222,180,0.0026123046875,180,0.07635904947916666,180,0.03336859809027778,180,0.029465060763888887,180,0.08068280668101377,180,0.010806862916797399,180,31.865732786390517,180,15.82244652112325,180,31.874763403998482,180,0.5966101752387153,180,0.16083499492766956,180,0.12066869665351179,180,12.527544328901502,180,0.023183525933159723,180,0.0357421875,180,0.0,180,-1.7762089785602357,180,0.11689015983396935,180,0.0,180,3.5233419365353056,180,6075.736324840597,446,489.1838565022422,446,7200.0,446
16,32,2.43,encourage,456,B1_F16_L32_T243_ERencourage_S456,mature_80_90m,80000000,90000000,83853312,2329.2798807534828,166,290.34740144660674,166,1.1052358572402696,89,5.446278089887641,89,4.706476736604498,89,0.005746905801796846,89,0.0018214536516853932,89,0.005746905801796846,89,0.0018214536516853932,89,0.9988369030898876,89,0.9988369030898876,89,0.0028419066011235953,89,0.06943469101123595,89,0.03383953651685393,89,0.029834533005617978,89,0.08614681036410372,89,0.024742572536964096,89,31.606792385658522,89,14.266585425044713,89,31.635654149430522,89,0.5890694950403792,89,0.2589324497816603,89,0.1132220205631149,89,12.77266953500469,89,0.02540331208304073,89,0.040659015098314606,89,0.0,89,-1.8579606166046656,89,0.13850034407099313,89,0.0,89,3.5847957134246826,89,6397.359492658133,166,313.2530120481928,166,7200.0,166
16,32,2.43,encourage,456,B1_F16_L32_T243_ERencourage_S456,terminal_10m,73853312,83853312,83853312,2331.8564430414244,430,290.72157472122547,430,1.091632507363772,217,5.513611121111751,217,4.656158407712312,217,0.005357142936434031,217,0.0017123595910138248,217,0.005357142936434031,217,0.0017123595910138248,217,0.9987939228110599,217,0.9987939228110599,217,0.0027406754032258066,217,0.06998172883064516,217,0.0337319088421659,217,0.02977840581797235,217,0.08342894394173875,217,0.024354344143742514,217,31.65663786857359,217,14.398028019386503,217,31.666460098758822,217,0.5849915957121256,217,0.2625583052497855,217,0.11399351431202778,217,12.630604546190956,217,0.02513129590293779,217,0.03960928499423963,217,0.0,217,-1.885515072104019,217,0.1282317996977867,217,0.0,217,3.5751455983807965,217,6377.864377043968,430,360.6511627906977,430,7200.0,430
16,32,2.43,encourage,8,B1_F16_L32_T243_ERencourage_S8,early_5_15m,5000000,15000000,90046464,2121.914329447817,471,264.70806133164973,471,1.52770866617302,173,6.320978594653179,173,3.3192611719142495,173,0.0006906498416208842,173,0.0003866735910404624,173,0.0006906498416208842,173,0.0003866735910404624,173,0.998763773482659,173,0.998763773482659,173,0.0008721324060693642,173,0.021645253793352602,173,0.03243824512283237,173,0.030324241329479768,173,0.027672333131420476,173,0.0007744509123825613,173,31.988653458611815,173,12.336374896110138,173,31.987596203136995,173,0.36653392990200506,173,0.0033826699340446837,173,0.03612610930307752,173,13.763234210152158,173,0.022911645084447256,173,0.02807758309248555,173,0.0625,173,-2.1810144954334105,173,0.0353730134521288,173,0.0,173,3.8714637522063504,173,6294.18836356323,471,352.6963906581741,471,7200.0,471
16,32,2.43,encourage,8,B1_F16_L32_T243_ERencourage_S8,common_50_60m,50000000,60000000,90046464,2451.5899935771317,409,306.2659969563006,409,1.4439833872182921,229,5.593251057587336,229,2.2733712087031535,229,0.0004684514949977953,229,0.00032836381004366813,229,0.0004684514949977953,229,0.00032836381004366813,229,0.9987654373635371,229,0.9987654373635371,229,0.000931785616812227,229,0.017878769787117905,229,0.03249522379912664,229,0.030337404475982533,229,0.02942927936132688,229,0.0021422803157932374,229,31.973058109200156,229,12.669099622418265,229,31.97535332425713,229,0.3040836783996316,229,0.01812554041826569,229,0.03084547108031126,229,13.261946232558337,229,0.021254227150996178,229,0.022364987036026202,229,0.0,229,-2.8878835998312877,229,0.0258802308649634,229,0.0,229,3.8842328979458873,229,6460.8031355058065,409,437.9462102689487,409,7200.0,409
16,32,2.43,encourage,8,B1_F16_L32_T243_ERencourage_S8,mature_80_90m,80000000,90000000,90046464,2473.8221641011755,404,309.4879651211276,404,1.289166114906564,211,5.465612040876778,211,1.8937648794662332,211,0.0006424022646539765,211,0.0004142291172985782,211,0.0006424022646539765,211,0.0004142291172985782,211,0.9986670616113744,211,0.9986670616113744,211,0.0006178724822274882,211,0.016999592713270142,211,0.032370038507109004,211,0.030423855894549764,211,0.01973369395386834,211,0.0,211,32.0,211,11.219589242438005,211,32.0,211,0.2999828754443128,211,0.0,211,0.028658310357498898,211,13.485311033601445,211,0.01445477381701718,211,0.013470545764218009,211,0.0,211,-1.0024589488715356,211,0.039836966248076866,211,0.0,211,3.8705123318315118,211,6017.838204865408,404,251.20792079207922,404,7200.0,404
16,32,2.43,encourage,8,B1_F16_L32_T243_ERencourage_S8,terminal_10m,80046464,90046464,90046464,2473.822243869895,404,309.4838416222299,404,1.2894448601239101,211,5.467486485485782,211,1.8928498357393166,211,0.0006421708517358362,211,0.00041654324644549765,211,0.0006421708517358362,211,0.00041654324644549765,211,0.9986670616113744,211,0.9986670616113744,211,0.0006201866113744076,211,0.01700884922985782,211,0.03237235263625592,211,0.030423855894549764,211,0.01980774608656976,211,0.0,211,32.0,211,11.233807251916678,211,32.0,211,0.2999315307038655,211,0.0,211,0.028658686408781893,211,13.489504900023835,211,0.014457811111522513,211,0.013472859893364929,211,0.0,211,-1.004605074700021,211,0.0398147999652732,211,0.0,211,3.870523905867084,211,6016.31622374884,404,251.52475247524754,404,7200.0,404
16,32,2.43,encourage,99,B1_F16_L32_T243_ERencourage_S99,early_5_15m,5000000,15000000,90046464,2373.9280283875814,421,296.5591850371372,421,1.464687102039655,240,5.588608805338541,240,5.831041292349497,240,0.002021077495434535,240,0.0006205240885416666,240,0.002021077495434535,240,0.0006205240885416666,240,0.998724365234375,240,0.998724365234375,240,0.0011189778645833333,240,0.06338297526041667,240,0.032637532552083334,240,0.030238850911458334,240,0.03498392443483075,240,0.006239024918371191,240,31.923742214838665,240,12.463472231229145,240,31.92637481689453,240,0.5899374643961589,240,0.08017793574060003,240,0.10667417741691072,240,12.462987685203553,240,0.03226776123046875,240,0.08144938151041667,240,0.0,240,-1.9489451060692469,240,0.06942678588917867,240,0.0,240,3.588592598835627,240,6432.240593917013,421,430.34679334916865,421,7200.0,421
16,32,2.43,encourage,99,B1_F16_L32_T243_ERencourage_S99,common_50_60m,50000000,60000000,90046464,2427.8466802786397,413,304.08284000276655,413,1.0236621495973262,193,5.414560901068653,193,4.458717195481216,193,0.0015518742107494899,193,0.000546470207253886,193,0.0015518742107494899,193,0.000546470207253886,193,0.9987830918069949,193,0.9987830918069949,193,0.0014926732512953369,193,0.07207334844559586,193,0.03289953044041451,193,0.030195008905440416,193,0.04654982885818716,193,0.011183573830621848,193,31.874006034179054,193,14.1536454400868,193,31.869091943138002,193,0.602039554576182,193,0.12689172578348243,193,0.11881902574566362,193,12.245130682238644,193,0.029999728029873704,193,0.048552359941709845,193,0.0,193,-2.2989571403345295,193,0.06805963912095701,193,0.0,193,3.5557156436801574,193,6494.40173014717,413,286.83777239709445,413,7200.0,413
16,32,2.43,encourage,99,B1_F16_L32_T243_ERencourage_S99,mature_80_90m,80000000,90000000,90046464,2461.637047678379,406,307.51315984115223,406,0.8907288046593361,188,5.428323948636968,188,4.115104118560223,188,0.0013780959246666518,188,0.0004934757313829788,188,0.0013780959246666518,188,0.0004934757313829788,188,0.9987585189494681,188,0.9987585189494681,188,0.0012258976063829786,188,0.07312790890957446,188,0.03275639960106383,188,0.03027603474069149,188,0.03848678771247889,188,0.0043493358200376335,188,31.95024347305298,188,13.134333861635087,188,31.94762269486772,188,0.5633471874480552,188,0.07760808573778163,188,0.11463303820408405,188,12.116270816072504,188,0.027374916888297872,188,0.031969435671542555,188,0.0,188,-2.2539778510306743,188,0.0654954941890034,188,0.0,188,3.522541654870865,188,5915.3259048837745,406,232.17733990147784,406,7200.0,406
16,32,2.43,encourage,99,B1_F16_L32_T243_ERencourage_S99,terminal_10m,80046464,90046464,90046464,2455.588871986333,407,307.5003218967147,407,0.8904812449500674,189,5.429421399636244,189,4.1154422873542424,189,0.0013782965582481304,189,0.0004934482473544974,189,0.0013782965582481304,189,0.0004934482473544974,189,0.9987650876322751,189,0.9987650876322751,189,0.0012297453703703704,189,0.07336619543650794,189,0.03274842923280423,189,0.03027085400132275,189,0.03861646625218253,189,0.0044064902104240244,189,31.948582735011186,189,13.226215693055007,189,31.94585169433917,189,0.563475593687996,189,0.07792603522637691,189,0.11456783253837514,189,12.122041121992485,189,0.027432396298363096,189,0.03215164103835979,189,0.0,189,-2.259953435135897,189,0.06554314556282763,189,0.0,189,3.5216354579521867,189,5914.273605459152,407,231.05651105651106,407,7200.0,407
16,32,2.43,mean,123,B1_F16_L32_T243_ERmean_S123,early_5_15m,5000000,15000000,90046464,2423.7161220726884,411,303.1700605035118,411,1.5749086459152033,244,5.445772765112705,244,1.599895316741017,244,0.00020631884166743745,244,7.004034323770491e-05,244,0.00020631884166743745,244,7.004034323770491e-05,244,0.9988113153176229,244,0.9988113153176229,244,8.40484118852459e-05,244,0.0032878938268442624,244,0.032206550973360656,244,0.030929815573770492,244,0.0026778833765047985,244,0.0,244,32.0,244,1.7629781394708353,244,32.0,244,0.10699675513095543,244,0.0,244,0.006280417540244239,244,13.350489542132518,244,0.0010599855516777665,244,0.0035760598104508197,244,0.8058401639344263,244,0.00029429173580343757,244,0.00280324320120882,244,-0.0001359055816867679,244,0.00029184325494236975,244,6737.96846368423,411,551.5717761557178,411,7200.0,411
16,32,2.43,mean,123,B1_F16_L32_T243_ERmean_S123,common_50_60m,50000000,60000000,90046464,2404.5595369407597,417,300.4109999110087,417,1.3276843382286903,193,5.70800022263601,193,1.2648135307848145,193,2.2263601518819987e-05,193,1.2649773316062175e-05,193,2.2263601518819987e-05,193,1.2649773316062175e-05,193,0.9988514005829016,193,0.9988514005829016,193,1.2649773316062175e-05,193,0.0026134431670984458,193,0.03215572376943005,193,0.03099194462435233,193,0.00040105619791103766,193,0.0,193,32.0,193,0.34196891191709844,193,32.0,193,0.0699459728181671,193,0.0,193,0.004228724338056355,193,12.182680401777356,193,0.0009047750364313471,193,0.00012143782383419689,193,0.8636658031088082,193,7.260581088602692e-05,193,-0.004177277971968691,193,-2.3609091204451157e-05,193,4.6108352135780326e-05,193,6658.637703509068,417,302.61870503597123,417,7200.0,417
16,32,2.43,mean,123,B1_F16_L32_T243_ERmean_S123,mature_80_90m,80000000,90000000,90046464,2158.5827473255263,463,269.6369996039965,463,1.4137945113510921,232,5.388208849676724,232,2.165695755903063,232,0.0006097201691365376,232,0.00027781519396551725,232,0.0006097201691365376,232,0.00027781519396551725,232,0.9986172380118534,232,0.9986172380118534,232,0.0006629680765086207,232,0.012644800646551725,232,0.03237388873922414,232,0.03033447265625,232,0.02120895139824856,232,0.0,232,32.0,232,11.86681035263785,232,32.0,232,0.2777519226074219,232,0.0,232,0.021927721806448596,232,14.914428628724197,232,0.002140308248585668,232,0.0014248551993534483,232,0.38415948275862066,232,0.00017284732923229557,232,0.03806364472558048,232,-0.00018091899531508056,232,0.0009712248438204527,232,5869.372270687095,463,310.6868250539957,463,7200.0,463
16,32,2.43,mean,123,B1_F16_L32_T243_ERmean_S123,terminal_10m,80046464,90046464,90046464,2158.5828490947288,463,269.6304253398986,463,1.4141513318974572,233,5.390166057537554,233,2.1669751464553144,233,0.0005991399592830891,233,0.0002745272263948498,233,0.0005991399592830891,233,0.0002745272263948498,233,0.9986126944742489,233,0.9986126944742489,233,0.0006601227199570815,233,0.012678547478540773,233,0.03237535206545064,233,0.0303342107027897,233,0.021117925855766807,233,0.0,233,32.0,233,11.854506445544983,233,32.0,233,0.2778299356223176,233,0.0,233,0.02193158200658186,233,14.919967221599792,233,0.0021464466537017167,233,0.0014250268240343347,233,0.384656652360515,233,0.0001727330226273297,233,0.03781311886580941,233,-0.00017647456443696703,233,0.0009318319212519384,233,5868.077065123853,463,310.41036717062633,463,7200.0,463
16,32,2.43,mean,456,B1_F16_L32_T243_ERmean_S456,early_5_15m,5000000,15000000,84082688,2318.825374311195,431,289.5894053872943,431,1.5901443092446579,285,5.511490885416666,285,2.3479239224832047,285,0.0009664542322417746,285,0.00035635964912280704,285,0.0009664542322417746,285,0.00035635964912280704,285,0.9987698739035088,285,0.9987698739035088,285,0.0005037006578947369,285,0.006942160087719298,285,0.032353344298245615,285,0.03061437774122807,285,0.01586060760902208,285,0.0,285,32.0,285,7.73936507660046,285,32.0,285,0.18786299856085525,285,0.0,285,0.013385994904143573,285,14.235629565255683,285,0.002945642304002193,285,0.008794202302631579,285,0.5458333333333333,285,-0.00025279880575904476,285,0.0341243709698973,285,-0.0014658551544702628,285,0.00019863960194670016,285,6535.487130220417,431,386.11600928074245,431,7200.0,431
16,32,2.43,mean,456,B1_F16_L32_T243_ERmean_S456,common_50_60m,50000000,60000000,84082688,2305.044254557292,435,288.0199775783495,435,1.4907192881755564,217,5.63950442828341,217,1.949579614648072,217,0.001139922969574098,217,0.0005287838421658987,217,0.001139922969574098,217,0.0005287838421658987,217,0.9987489199308756,217,0.9987489199308756,217,0.0011318224366359446,217,0.011122461837557603,217,0.03255058323732719,217,0.030158680155529954,217,0.035671040668980594,217,0.0,217,32.0,217,13.131729202885781,217,32.0,217,0.23768172725554434,217,0.0,217,0.018559065943558096,217,15.224746730470438,217,0.0018552437355990783,217,0.0002947688652073733,217,0.47580645161290325,217,-0.00038822367367957565,217,0.05900463852215953,217,-0.000509597099287444,217,5.778264802073725e-05,217,5916.786754669541,435,289.9126436781609,435,7200.0,435
16,32,2.43,mean,456,B1_F16_L32_T243_ERmean_S456,mature_80_90m,80000000,90000000,84082688,2381.3872297420057,172,295.8255703948265,172,1.5032714009284973,76,5.719244706003289,76,1.842186562324825,76,0.0004182514454250371,76,0.00017989309210526315,76,0.0004182514454250371,76,0.00017989309210526315,76,0.9986893503289473,76,0.9986893503289473,76,0.00046258223684210524,76,0.010331003289473685,76,0.03229081003289474,76,0.030511153371710526,76,0.014856115130609587,76,0.0,76,32.0,76,11.417763170443083,76,32.0,76,0.2375946044921875,76,0.0,76,0.0184318409423883,76,15.483989866156326,76,0.0011492277446546052,76,0.00026341488486842106,76,0.4457236842105263,76,1.4917144807344733e-06,76,0.021610756043197687,76,-2.1966515831943406e-05,76,0.0006086701867293174,76,5764.992750022843,171,269.14619883040933,171,7200.0,171
16,32,2.43,mean,456,B1_F16_L32_T243_ERmean_S456,terminal_10m,74082688,84082688,84082688,2370.4467836925605,423,296.42155344717327,423,1.5168582149731216,186,5.713053385416667,186,1.8632417635251117,186,0.0005953881179158744,186,0.0002651419690860215,186,0.0005953881179158744,186,0.0002651419690860215,186,0.9986874159946236,186,0.9986874159946236,186,0.0004935315860215054,186,0.010513797883064516,186,0.03232369371639785,186,0.03052807879704301,186,0.015800425347181096,186,0.0,186,32.0,186,10.396057357070266,186,32.0,186,0.2309153567078293,186,0.0,186,0.01751857740123586,186,15.47642840621292,186,0.0012604087911626345,186,0.00022838961693548386,186,0.4465725806451613,186,2.7086110320763217e-05,186,0.029210139352637995,186,-2.3173650235979145e-05,186,0.0005397260165898509,186,5808.018388070202,422,353.28909952606637,422,7200.0,422
16,32,2.43,mean,8,B1_F16_L32_T243_ERmean_S8,early_5_15m,5000000,15000000,90046464,2396.6852582387214,417,299.87350097948985,417,1.2514989067153677,301,5.473214285714286,301,2.423410661233917,301,0.00020099019221437437,301,8.110984219269103e-05,301,0.00020099019221437437,301,8.110984219269103e-05,301,0.9988109297134552,301,0.9988109297134552,301,0.00017519725913621263,301,0.006503387147009967,301,0.03225576204318937,301,0.030891494497508307,301,0.005587908887981973,301,0.0,301,32.0,301,5.017165003424863,301,32.0,301,0.15736394229521386,301,0.0,301,0.012579913474263568,301,13.595632210918438,301,0.0030818698414140366,301,0.012108077242524917,301,0.7526993355481728,301,0.0028574548991133083,301,0.0054370690720384795,301,-7.044850536111582e-05,301,0.0002903476742753402,301,6919.3805525891785,417,500.3357314148681,417,7200.0,417
16,32,2.43,mean,8,B1_F16_L32_T243_ERmean_S8,common_50_60m,50000000,60000000,90046464,2381.711623529357,421,297.83820275965894,421,1.3382319065473847,236,5.437351032838983,236,1.6137813186999095,236,0.00026979607947257554,236,0.00010344941737288135,236,0.00026979607947257554,236,0.00010344941737288135,236,0.9987089512711864,236,0.9987089512711864,236,0.0004489704713983051,236,0.006937317929025424,236,0.032344494835805086,236,0.03059826867055085,236,0.0143289114427516,236,0.0,236,32.0,236,9.073269771317305,236,32.0,236,0.153860059835143,236,0.0,236,0.011328737071904717,236,14.998369879641775,236,0.001420360500529661,236,0.0009331137447033898,236,0.7007415254237288,236,-3.8043038521669695e-05,236,0.01109736422925272,236,-0.0003350592396908708,236,2.375285600726907e-05,236,6228.92578125,421,266.6793349168646,421,7200.0,421
16,32,2.43,mean,8,B1_F16_L32_T243_ERmean_S8,mature_80_90m,80000000,90000000,90046464,2390.964736865468,418,299.46499991531005,418,1.0794664408062018,204,5.403396905637255,204,1.95574291926973,204,4.547717569092878e-05,204,2.1541819852941178e-05,204,4.547717569092878e-05,204,2.1541819852941178e-05,204,0.9987816904105392,204,0.9987816904105392,204,0.00018669577205882352,204,0.007017846200980392,204,0.03224331724877451,204,0.03084070542279412,204,0.005926038298354137,204,0.0,204,32.0,204,3.321486926546284,204,32.0,204,0.16638692220052084,204,0.0,204,0.012853116264986787,204,14.171130213083005,204,0.002954819623161765,204,0.0037793926164215686,204,0.741421568627451,204,0.0011252043815827137,204,-0.0012052319549790507,204,-0.0001770830547720121,204,0.000608569588960153,204,6590.346986907521,418,422.8325358851675,418,7200.0,418
16,32,2.43,mean,8,B1_F16_L32_T243_ERmean_S8,terminal_10m,80046464,90046464,90046464,2396.6985132597047,417,299.47720073452956,417,1.0755419748500712,206,5.402014278671117,206,1.9519491001818945,206,4.5035649713346944e-05,206,2.1332675970873787e-05,206,4.5035649713346944e-05,206,2.1332675970873787e-05,206,0.9987840374696602,206,0.9987840374696602,206,0.00018488319174757281,206,0.006980525637135923,206,0.032243154581310676,206,0.0308446791565534,206,0.005868503945942932,206,0.0,206,32.0,206,3.2892394806574847,206,32.0,206,0.16591207263539137,206,0.0,206,0.012800701805706886,206,14.160648095954969,206,0.002954279334799757,206,0.003742699484223301,206,0.7424150485436893,206,0.0011140582838204572,206,-0.0012207294263505688,206,-0.00017536380181306052,206,0.0006063314029993263,206,6591.579089853118,417,423.347721822542,417,7200.0,417
16,32,2.43,mean,99,B1_F16_L32_T243_ERmean_S99,early_5_15m,5000000,15000000,90046464,2230.8557897295273,448,278.29247644969394,448,1.539381270200177,183,5.832298070355192,183,2.234171319625702,183,0.0009960404010891947,183,0.00039222592213114754,183,0.0009960404010891947,183,0.00039222592213114754,183,0.9987219304986339,183,0.9987219304986339,183,0.0006723872950819672,183,0.005918075478142076,183,0.032442686987704916,183,0.030494898394808744,183,0.021062768156044794,183,0.0,183,32.0,183,8.758673782557086,183,32.0,183,0.1574858785327015,183,0.0,183,0.011067808416158042,183,14.249826160284991,183,0.001822049500512295,183,0.00605682206284153,183,0.6666666666666666,183,3.708076512976606e-05,183,0.034537566166696815,183,-0.0004096226664921625,183,-9.066911884797439e-05,183,6603.727158682687,448,316.67857142857144,448,7200.0,448
16,32,2.43,mean,99,B1_F16_L32_T243_ERmean_S99,common_50_60m,50000000,60000000,90046464,2488.0889483657725,403,311.24361319340784,403,1.5071649593777128,225,5.515338541666667,225,1.69364974949095,225,0.00049522570279401,225,0.00022135416666666666,225,0.00049522570279401,225,0.00022135416666666666,225,0.9987196180555555,225,0.9987196180555555,225,0.0006119791666666667,225,0.007044270833333333,225,0.03235894097222222,225,0.030455729166666667,225,0.019466708054145177,225,0.0,225,32.0,225,9.806486764483981,225,32.0,225,0.18454020182291667,225,0.0,225,0.011722800922062663,225,14.943498293558756,225,0.0009170193142361111,225,0.0007421875,225,0.5947222222222223,225,2.6995148179146143e-05,225,0.020521047963864274,225,-2.310216375109222e-05,225,-3.045499379772486e-05,225,6046.095866693161,403,264.43672456575683,403,7200.0,403
16,32,2.43,mean,99,B1_F16_L32_T243_ERmean_S99,mature_80_90m,80000000,90000000,90046464,2455.585796534283,407,306.3902926058383,407,1.4354729420930437,206,5.669703807645631,206,1.97139794849655,206,0.0007933385283111209,206,0.00039820995145631067,206,0.0007933385283111209,206,0.00039820995145631067,206,0.9986370790351942,206,0.9986370790351942,206,0.0009386377427184466,206,0.011145138046116505,206,0.03247544371966019,206,0.03016677412014563,206,0.029845306988877867,206,0.0,206,32.0,206,13.21694404870561,206,32.0,206,0.2563888401661104,206,0.0,206,0.019060587994211797,206,15.306319491377154,206,0.001550026310300364,206,0.0006589426577669903,206,0.4817961165048544,206,-3.915356733303058e-05,206,0.04359755095419953,206,-0.00016983423847705126,206,-0.00010369670265399427,206,5895.409130499463,407,273.55282555282554,407,7200.0,407
16,32,2.43,mean,99,B1_F16_L32_T243_ERmean_S99,terminal_10m,80046464,90046464,90046464,2455.585817529177,407,306.429931640625,407,1.43570942176137,207,5.663406740640097,207,1.973448017369146,207,0.0008048384780535791,207,0.00040336277173913044,207,0.0008048384780535791,207,0.00040336277173913044,207,0.9986436631944444,207,0.9986436631944444,207,0.0009435386473429951,207,0.01116442104468599,207,0.032476600241545896,207,0.030169648248792272,207,0.02999042415910441,207,0.0,207,32.0,207,13.06903610828418,207,32.0,207,0.2564420101147343,207,0.0,207,0.019063864240719788,207,15.298650898219307,207,0.001555954200634058,207,0.0006651947463768116,207,0.4806763285024155,207,-5.1067830946117785e-05,207,0.04429574916364202,207,-0.0001820275629758115,207,-0.00012127974054861615,207,5897.515273485488,407,273.74938574938574,407,7200.0,407
16,32,2.43,punish,123,B1_F16_L32_T243_ERpunish_S123,early_5_15m,5000000,15000000,90046464,2373.9261622485524,421,296.6133015467265,421,0.7447541326763161,249,5.493267993850401,249,2.3568882192952567,249,0.0001611916427847688,249,8.236069277108433e-05,249,0.0001611916427847688,249,8.236069277108433e-05,249,0.9988391064257028,249,0.9988391064257028,249,0.000245121109437751,249,0.006682981927710843,249,0.032230484437751006,249,0.03081858684738956,249,0.007835775800797355,249,0.0,249,32.0,249,6.206157963917438,249,32.0,249,0.15121484473048444,249,0.0,249,0.012747654034924435,249,13.50401136099574,249,0.002776364246046687,249,0.010073497113453815,249,0.7527610441767069,249,0.003961071800934708,249,0.005944664122763063,249,-6.173887705228415e-05,249,-0.016143676568455965,249,6976.017682508165,421,756.085510688836,421,7200.0,421
16,32,2.43,punish,123,B1_F16_L32_T243_ERpunish_S123,common_50_60m,50000000,60000000,90046464,2348.2403996130342,427,293.83516169599403,427,1.3367720432059709,215,5.4155000908430235,215,1.4497023904046347,215,7.926053931018836e-05,215,2.4981831395348837e-05,215,7.926053931018836e-05,215,2.4981831395348837e-05,215,0.9988099563953489,215,0.9988099563953489,215,0.00011355377906976744,215,0.005309774709302326,215,0.032249273255813955,215,0.03094567587209302,215,0.003625520500679349,215,0.0,215,32.0,215,4.051162790697674,215,32.0,215,0.12761216274527618,215,0.0,215,0.008997093015458694,215,14.785433928911075,215,0.0008316394894622093,215,0.00022483648255813954,215,0.7593023255813953,215,3.3500448215670267e-06,215,-0.002353550718967305,215,-9.213073698933734e-05,215,-0.002772756223685276,215,6587.829664172277,427,433.46135831381736,427,7200.0,427
